C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
8038|V* X TrA                           |C* |15 14 19.1755012584 -70 04 46.113298104|15.88    |9.19     |5.81     |     ~   |     ~   |C5,5                 | 123 |   0
8039|HD 138965                          |PM*|15 40 11.5557598920 -70 13 40.379510928|     ~   |6.499    |6.424    |     ~   |     ~   |A1V                  |  51 |   0
8040|HD 137366                          |*  |15 30 49.1812877184 -71 39 14.886814896|     ~   |6.27     |6.38     |     ~   |     ~   |B3V                  |  19 |   0
8041|HD 143346                          |HB*|16 05 55.8192885648 -72 24 03.242827080|     ~   |6.865    |5.685    |     ~   |     ~   |K1.5IIICN1           |  33 |   0
8042|HD 154972                          |PM*|17 16 35.6484964584 -74 31 58.840731120|     ~   |6.224    |6.227    |     ~   |     ~   |A0V                  |  29 |   0
8043|HD 169570                          |** |18 32 55.3416155304 -73 57 56.154006648|     ~   |6.890    |5.888    |     ~   |     ~   |K0III                |  13 |   0
8044|HD 164712                          |PM*|18 11 15.8073245544 -75 53 29.483622420|     ~   |7.10     |5.86     |     ~   |     ~   |K2III                |  31 |   0
8045|* phi Oct                          |*  |18 23 36.4487369880 -75 02 39.397448688|     ~   |5.495    |5.456    |     ~   |     ~   |A0V                  |  42 |   0
8046|HD 186219                          |*  |19 49 25.3029107256 -72 30 12.161245572|     ~   |5.628    |5.392    |     ~   |     ~   |A4IV                 |  72 |   0
8047|* eps Pav                          |PM*|20 00 35.5515303087 -72 54 37.812955563|     ~   |3.927    |3.940    |     ~   |     ~   |A0Va                 | 137 |   0
8048|HD 195402                          |PM*|20 35 51.7198897368 -69 36 38.100685104|     ~   |7.373    |6.084    |     ~   |     ~   |K2III                |  10 |   0
8049|* sig Pav                          |HB*|20 49 18.1715144640 -68 46 35.476061304|     ~   |6.545    |5.407    |     ~   |     ~   |K0III                |  45 |   0
8050|* gam Pav                          |PM*|21 26 26.6049826473 -65 21 58.313057521|4.57     |4.70     |4.22     |3.75     |3.45     |F9VFe-1.4CH-0.7      | 425 |   0
8051|HD 205417                          |*  |21 38 02.8482682512 -64 49 27.002683956|     ~   |6.231    |6.206    |     ~   |     ~   |A0/1IV               |  20 |   0
8052|HD 207229                          |HB*|21 50 00.1239333072 -64 42 45.135802476|     ~   |6.629    |5.620    |     ~   |     ~   |K0III                |  39 |   0
8053|HD 207964                          |** |21 55 11.39417 -61 53 11.7947          |     ~   |6.37     |5.96     |     ~   |     ~   |F0(V)+F5(V)          |  93 |   1
8054|* kap02 Ind                        |PM*|22 05 51.0160103016 -59 38 09.859707528|     ~   |7.077    |5.607    |     ~   |     ~   |K4III                |  15 |   0
8055|HD 211726                          |*  |22 20 36.2737618752 -57 30 35.214946308|     ~   |7.807    |6.396    |     ~   |     ~   |K3/4III              |  12 |   0
8056|HD 212330                          |PM*|22 24 56.3686693520 -57 47 50.841196599|6.09     |5.96     |5.31     |4.79     |4.40     |G2IV-V               | 146 |   0
8057|HD 215504                          |PM*|22 46 28.2929260296 -49 41 08.842262136|     ~   |7.62     |6.48     |     ~   |     ~   |K1III                |  15 |   0
8058|HD 215405                          |*  |22 45 40.7845777776 -46 32 50.367080508|8.26     |6.83     |5.51     |     ~   |     ~   |K2III                |  33 |   0
8059|* tau01 Gru                        |PM*|22 53 37.9323502176 -48 35 53.823928380|6.85     |6.66     |6.04     |     ~   |     ~   |G0V                  | 214 |   1
8060|HD 115331                          |SB*|13 17 13.9311522000 -43 58 46.194632364|     ~   |6.012    |5.803    |     ~   |     ~   |A2mA4-A9/F0          |  61 |   0
8061|HD 115912                          |PM*|13 20 57.7004466240 -46 52 48.027849132|     ~   |6.861    |5.742    |     ~   |     ~   |K1III                |  18 |   0
8062|HD 116226                          |*  |13 23 02.5993874832 -48 33 46.042468740|5.84     |6.272    |6.360    |     ~   |     ~   |B5V                  |  58 |   0
8063|HD 117919                          |** |13 34 28.9569448224 -48 16 19.782081552|     ~   |6.267    |6.319    |     ~   |     ~   |B8III                |  23 |   0
8064|HD 116836                          |** |13 27 06.3858489 -49 08 37.354857      |     ~   |6.31     |6.31     |     ~   |     ~   |A0III/IV             |  21 |   0
8065|HD 116862                          |*  |13 27 20.6557029840 -49 22 52.649250132|     ~   |6.126    |6.257    |     ~   |     ~   |B3III/IV             |  40 |   0
8066|V* V744 Cen                        |LP*|13 39 59.8072612685 -49 56 59.855085294|8.65     |7.50     |6.00     |     ~   |     ~   |M6III                |  80 |   0
8067|* K Cen                            |*  |13 29 25.2542678376 -51 09 54.473494356|     ~   |5.081    |5.030    |     ~   |     ~   |A1V                  |  35 |   0
8068|HD 119193                          |V* |13 42 54.6335904000 -50 47 24.844966620|     ~   |8.073    |6.410    |     ~   |     ~   |M0III                |  32 |   0
8069|V* V827 Cen                        |a2*|13 44 16.0025041176 -51 00 44.822666448|     ~   |6.323    |6.440    |     ~   |     ~   |ApSiCr               | 110 |   0
8070|* eps Cen                          |bC*|13 39 53.25774 -53 27 59.0081          |1.16     |2.08     |2.30     |2.45     |2.70     |B1III                | 254 |   0
8071|* N Cen                            |Pu*|13 52 04.8623039016 -52 48 41.506341048|     ~   |5.161    |5.257    |     ~   |     ~   |B8V                  |  50 |   0
8072|HD 120908                          |*  |13 53 43.0934737824 -53 22 23.956349160|5.47     |5.860    |5.873    |     ~   |     ~   |B4III                |  65 |   0
8073|HD 119727                          |SB*|13 46 14.4944012784 -54 41 00.121906896|     ~   |6.52     |6.42     |     ~   |     ~   |A1V                  |  24 |   0
8074|HD 121384                          |PM*|13 56 32.9436065448 -54 42 16.783257240|     ~   |6.78     |6.01     |     ~   |     ~   |G8VCH+0.3CaIwk       | 102 |   0
8075|HD 122438                          |PM*|14 03 26.5063325736 -56 12 48.363935220|     ~   |7.138    |5.923    |     ~   |     ~   |K2III                |  19 |   0
8076|V* V883 Cen                        |SB*|14 08 56.2530021000 -59 16 36.154960536|5.89     |6.352    |6.339    |     ~   |     ~   |B3V+B8V              |  71 |   0
8077|HD 122879                          |V* |14 06 25.1578487688 -59 42 57.254187024|5.90     |6.64     |6.50     |6.33     |6.18     |B0Ia                 | 179 |   1
8078|HD 125158                          |PM*|14 19 51.5027170776 -61 16 22.705691232|     ~   |5.52     |5.23     |     ~   |     ~   |A5/7mA7-F2           |  54 |   0
8079|Cl Lynga 2                         |OpC|14 24 20.4 -61 19 41                   |     ~   |6.65     |6.4      |     ~   |     ~   |~                    |  69 |   0
8080|HD 129092                          |** |14 43 28.1337424080 -62 57 59.888378340|     ~   |6.312    |6.408    |     ~   |     ~   |B3IV                 |  33 |   0
8081|* 26 Cir                           |cC*|14 52 35.2587595008 -63 48 35.356730796|     ~   |6.66     |5.96     |     ~   |4.993    |F8II                 | 149 |   0
8082|HD 129422                          |PM*|14 45 17.3365585320 -62 52 32.337803676|     ~   |5.644    |5.360    |     ~   |     ~   |A9III/IV             |  56 |   0
8083|* alf Cir                          |a2*|14 42 30.4206520931 -64 58 30.478845491|3.55     |3.43     |3.19     |2.96     |2.86     |A7VpSrCrEu           | 378 |   0
8084|* eta Cir                          |PM*|15 04 48.1875657792 -64 01 52.864144968|     ~   |6.106    |5.168    |     ~   |     ~   |G8III                |  30 |   0
8085|* zet Cir                          |Pu*|14 54 42.5860330320 -65 59 27.977958456|     ~   |6.03     |6.09     |     ~   |     ~   |B2/3Vn               |  56 |   0
8086|HD 133456                          |V* |15 07 56.7625704600 -65 16 31.623254292|     ~   |7.639    |6.166    |     ~   |     ~   |K3III                |  12 |   0
8087|* eps TrA                          |PM*|15 36 43.2228431626 -66 19 01.335451680|     ~   |5.270    |4.104    |     ~   |     ~   |K1/2III              |  54 |   0
8088|HD 133683                          |*  |15 09 29.9144273352 -67 05 02.885225784|6.83     |6.424    |5.757    |7.00     |     ~   |F5Ib                 |  47 |   0
8089|HD 135737                          |** |15 20 40.55057 -67 28 53.4943          |     ~   |6.214    |6.318    |     ~   |     ~   |B2V                  |  30 |   0
8090|V* R TrA                           |cC*|15 19 45.7128267840 -66 29 45.743160624|7.29     |6.96     |6.39     |     ~   |5.844    |F7Ib/II              | 197 |   0
8091|HD 136672                          |PM*|15 26 14.7238174992 -68 18 32.999797764|     ~   |6.896    |5.892    |     ~   |     ~   |G8/K0III             |  20 |   0
8092|* kap TrA                          |*  |15 55 29.5996908168 -68 36 10.803406644|     ~   |6.202    |5.097    |     ~   |     ~   |G5Ib-II              |  49 |   0
8093|* zet TrA                          |SB*|16 28 28.1422653048 -70 05 03.824909916|     ~   |5.446    |4.899    |     ~   |     ~   |F9V                  | 214 |   0
8094|HD 148488                          |*  |16 34 19.3461786576 -70 59 17.167996932|     ~   |6.737    |5.489    |     ~   |     ~   |K0.5IIbCN1           |  33 |   0
8095|HD 152010                          |*  |16 57 01.0484962944 -71 06 41.921234316|     ~   |6.70     |6.48     |     ~   |     ~   |A5IV/V               |  22 |   0
8096|HD 154556                          |PM*|17 12 19.9342187184 -70 43 15.896336232|     ~   |7.286    |6.214    |     ~   |     ~   |K1IVCNIII            |  28 |   0
8097|* iot Aps                          |** |17 22 05.8756445976 -70 07 23.542561992|     ~   |5.33     |5.39     |     ~   |     ~   |B8/9V(n)             |  48 |   0
8098|* zet Pav                          |PM*|18 43 02.1363351501 -71 25 41.216197810|     ~   |5.138    |4.003    |     ~   |     ~   |K0III                |  71 |   0
8099|HD 188097                          |PM*|19 58 41.2906918272 -69 09 50.240341692|     ~   |5.954    |5.724    |     ~   |     ~   |A1mA5-F2             |  51 |   0
8100|HD 188164                          |SB*|19 58 52.9850408208 -68 45 45.297814464|     ~   |6.529    |6.374    |     ~   |     ~   |A6VkA2mA3            |  47 |   0
8101|HD 189567                          |PM*|20 05 32.7654888837 -67 19 15.226124354|6.79     |6.71     |6.07     |     ~   |     ~   |G2V                  | 240 |   1
8102|HD 192887                          |PM*|20 21 28.2556801248 -66 44 58.881383772|     ~   |6.96     |6.50     |     ~   |     ~   |F6V                  |  27 |   0
8103|* bet Pav                          |*  |20 44 57.4935921631 -66 12 11.561700749|     ~   |3.577    |3.408    |     ~   |     ~   |A7III                |  79 |   0
8104|* ups Pav                          |*  |20 41 57.0765328248 -66 45 38.450579292|     ~   |5.068    |5.134    |     ~   |     ~   |B9III                |  44 |   0
8105|HD 200751                          |*  |21 08 32.6953622856 -63 55 41.734434612|     ~   |6.939    |5.750    |     ~   |     ~   |K0III                |  16 |   0
8106|HD 202299                          |V* |21 18 00.4896109800 -64 40 53.689311300|     ~   |6.249    |6.313    |     ~   |     ~   |B8V                  |  28 |   0
8107|* kap01 Ind                        |SB*|21 58 30.0792344784 -59 00 43.723465560|     ~   |6.607    |6.141    |     ~   |     ~   |F5V                  |  79 |   0
8108|HD 208796                          |*  |22 00 24.2480912400 -55 53 00.552720408|     ~   |5.938    |6.004    |     ~   |     ~   |B9IV/V               |  33 |   0
8109|* eps Ind                          |PM*|22 03 21.6536261624 -56 47 09.522795714|     ~   |5.75     |4.69     |     ~   |     ~   |K5V                  | 572 |   0
8110|* del Ind                          |** |21 57 55.0735349 -54 59 33.274025      |     ~   |4.68     |4.40     |     ~   |     ~   |F0IV                 |  70 |   0
8111|HD 211415                          |PM*|22 18 15.6133953371 -53 37 37.466806476|     ~   |5.98     |5.39     |6.52     |     ~   |G0V                  | 199 |   0
8112|V* S Gru                           |Mi*|22 26 05.4746030880 -48 26 18.747922776|7.72     |7.35     |6.00     |8.89     |     ~   |M8(III)e             |  86 |   1
8113|* bet Gru                          |LP?|22 42 40.05027 -46 53 04.4752          |5.33     |3.73     |2.11     |0.20     |-1.57    |M4.5III              | 206 |   1
8114|HD 214953                          |PM*|22 42 36.8833459086 -47 12 38.925760753|6.64     |6.67     |6.06     |7.11     |     ~   |F9.5V                | 156 |   0
8115|HD 214987                          |V* |22 42 43.0816800432 -44 14 52.882380132|     ~   |7.044    |6.067    |     ~   |     ~   |K0III                |  37 |   0
8116|HD 118354                          |*  |13 37 23.4760845096 -46 25 40.432277640|     ~   |5.787    |5.889    |     ~   |     ~   |B8V                  |  52 |   0
8117|HD 119938                          |PM*|13 47 27.6376234800 -50 14 57.434503632|     ~   |6.179    |5.910    |     ~   |     ~   |A3mA5-F0             |  37 |   0
8118|HD 119971                          |PM*|13 47 38.5389693936 -50 19 14.478304008|     ~   |6.791    |5.446    |     ~   |     ~   |K2III                |  44 |   0
8119|HD 121190                          |Pu*|13 55 12.1422664176 -52 09 38.957327676|5.33     |5.63     |5.71     |     ~   |     ~   |B9V                  |  80 |   0
8120|HD 121853                          |HB*|13 59 17.4840079152 -50 22 10.732150956|     ~   |6.876    |5.927    |     ~   |     ~   |G8/K0III             |  25 |   0
8121|* M Cen                            |SB*|13 46 39.3791197929 -51 25 57.926401944|     ~   |5.586    |4.632    |     ~   |     ~   |G8/K0III             |  39 |   0
8122|HD 123569                          |PM*|14 09 54.8142372672 -53 26 20.204852820|     ~   |5.675    |4.736    |     ~   |     ~   |G9-III               |  46 |   0
8123|HD 124454                          |*  |14 15 21.3092796696 -53 30 35.792014356|     ~   |7.967    |6.395    |     ~   |     ~   |K3III                |  17 |   0
8124|HD 122844                          |EB*|14 05 46.4763078960 -54 40 09.707602800|     ~   |6.433    |6.204    |     ~   |     ~   |A5III/IV             |  27 |   0
8125|HD 124147                          |*  |14 13 16.4105180328 -53 39 56.373144012|     ~   |6.966    |5.575    |     ~   |     ~   |K5III                |  25 |   0
8126|V* V716 Cen                        |EB*|14 13 39.8236757256 -54 37 32.261966328|     ~   |6.13     |6.09     |     ~   |     ~   |B5V                  |  73 |   0
8127|* v Cen                            |*  |14 20 19.5426743674 -56 23 11.383769043|4.04     |4.47     |4.35     |4.20     |4.06     |B5II                 |  88 |   0
8128|HD 124367                          |Be*|14 14 57.1383087504 -57 05 10.049405532|4.36     |4.99     |5.07     |     ~   |     ~   |B4Vne                | 147 |   0
8129|NGC 5662                           |OpC|14 34 56.2 -56 38 24                   |     ~   |6.18     |5.5      |     ~   |     ~   |~                    | 126 |   0
8130|HD 126610                          |*  |14 28 43.4962976640 -59 11 51.166224888|     ~   |6.563    |6.469    |     ~   |     ~   |A0II/III             |  19 |   0
8131|HD 128917                          |PM*|14 41 55.9801342152 -58 36 56.993358312|     ~   |6.647    |6.204    |     ~   |     ~   |F5V                  |  38 |   0
8132|HD 129462                          |RG*|14 44 55.4760417024 -58 28 38.979942384|     ~   |7.122    |6.098    |     ~   |     ~   |K0III                |  27 |   0
8133|HD 127724                          |*  |14 35 17.0436297504 -60 00 56.311465968|     ~   |7.651    |6.384    |     ~   |     ~   |K2III                |  16 |   0
8134|* alf Cen A                        |SB*|14 39 36.49400 -60 50 02.3737          |0.96     |0.72     |0.01     |     ~   |     ~   |G2V                  |1309 |   1
8135|* alf Cen                          |** |14 39 36.50 -60 50 02.3                |     ~   |0.4      |-0.1     |     ~   |     ~   |G2V+K1V              | 982 |   0
8136|* alf Cen B                        |PM*|14 39 35.06311 -60 50 15.0992          |2.89     |2.21     |1.33     |     ~   |     ~   |K1V                  |1055 |   2
8137|HD 131342                          |PM*|14 55 34.5596629392 -60 06 50.995267884|     ~   |6.347    |5.180    |     ~   |     ~   |K2III                |  33 |   0
8138|HD 133557                          |** |15 07 56.1537841806 -61 07 43.289969703|     ~   |6.92     |6.50     |     ~   |     ~   |F2III                |  28 |   0
8139|HD 134060                          |PM*|15 10 44.7430146168 -61 25 20.360681976|     ~   |6.91     |6.285    |6.16     |8.68     |G0VFe+0.4            | 143 |   1
8140|HD 134468                          |s*r|15 13 01.0209623064 -61 44 37.596772464|     ~   |8.126    |6.269    |     ~   |     ~   |K4Ib                 |  26 |   0
8141|HD 131491                          |** |14 56 38.3389085 -62 21 51.900928      |     ~   |6.331    |6.391    |     ~   |     ~   |B4III                |  25 |   0
8142|* tet Cir                          |Be*|14 56 43.9850523987 -62 46 51.675365388|4.34     |5.11     |5.11     |4.87     |4.79     |B2III                | 117 |   0
8143|HD 133792                          |*  |15 09 25.5217838448 -63 38 34.549433448|     ~   |6.298    |6.247    |     ~   |     ~   |ApSrCrEu             |  80 |   0
8144|* eps Cir                          |*  |15 17 38.8930691376 -63 36 37.683132408|     ~   |6.101    |4.849    |     ~   |     ~   |K2III                |  28 |   0
8145|V* LX TrA                          |LP*|15 27 33.0785673096 -64 31 53.399458920|     ~   |7.349    |5.706    |     ~   |     ~   |K5/M0III             |  26 |   0
8146|HD 139471                          |*  |15 42 01.7678674272 -64 10 49.030016592|     ~   |8.00     |6.47     |     ~   |     ~   |K2/3II               |  10 |   0
8147|CD-65 2007                         |** |15 47 53.05292 -65 26 32.2086          |5.86     |5.76     |5.53     |     ~   |     ~   |A5                   |  19 |   0
8148|CD-65 2007A                        |PM*|15 47 53.0562813120 -65 26 32.308289556|     ~   |6.35     |6.12     |     ~   |     ~   |A5III/IV             |  16 |   0
8149|CD-65 2007B                        |*  |15 47 53.2141709520 -65 26 33.710651052|     ~   |6.64     |6.40     |     ~   |     ~   |A5III/IV             |  13 |   0
8150|HD 145689                          |PM*|16 17 05.4106267752 -67 56 28.623022404|     ~   |6.090    |5.944    |     ~   |     ~   |A3V                  |  72 |   0
8151|V* LP TrA                          |a2*|16 46 39.9916001976 -67 06 34.885332000|     ~   |5.000    |5.100    |     ~   |     ~   |ApSi                 |  73 |   0
8152|HD 150026                          |*  |16 43 22.1471955168 -67 25 56.591764860|     ~   |6.041    |6.015    |     ~   |     ~   |A0Vn                 |  29 |   0
8153|HD 151404                          |PM*|16 52 17.7029332152 -67 40 53.893339860|     ~   |7.631    |6.317    |     ~   |     ~   |K2III                |  17 |   0
8154|* eta01 TrA                        |Be*|16 41 23.1077528040 -68 17 46.038961032|5.41     |5.791    |5.884    |     ~   |     ~   |B7V                  |  66 |   0
8155|V* MX TrA                          |a2*|16 59 33.9601430494 -69 16 05.373376901|     ~   |5.77     |5.89     |     ~   |     ~   |ApSi                 |  37 |   0
8156|* alf TrA                          |*  |16 48 39.89508 -69 01 39.7626          |     ~   |3.33     |1.88     |     ~   |     ~   |K2III_Ba1            | 247 |   0
8157|HD 154903                          |HB*|17 13 17.8780021368 -67 11 47.724085212|     ~   |6.959    |5.873    |     ~   |     ~   |K0/1III              |  28 |   0
8158|* zet Aps                          |*  |17 21 59.4776962248 -67 46 14.408357340|     ~   |5.99     |4.78     |     ~   |     ~   |K2-III               |  49 |   0
8159|HD 159558                          |*  |17 40 44.5031450832 -67 51 15.027200640|     ~   |7.48     |6.48     |     ~   |     ~   |G8III                |  22 |   0
8160|HD 166841                          |*  |18 18 00.9612926184 -68 13 45.347971800|     ~   |6.291    |6.328    |     ~   |     ~   |B8/9V                |  32 |   0
8161|HD 175986                          |** |19 03 29.6331376968 -68 45 20.091805452|     ~   |6.422    |5.861    |     ~   |     ~   |G0IV                 |  49 |   0
8162|* kap Pav                          |WV*|18 56 57.0289935240 -67 14 00.581211276|     ~   |5.08     |4.40     |     ~   |     ~   |G5Iab/b              | 134 |   0
8163|HD 177389                          |PM*|19 09 52.8681101376 -68 25 28.018058124|     ~   |6.205    |5.305    |     ~   |     ~   |K0IV                 |  43 |   0
8164|HD 181019                          |*  |19 24 05.4773651376 -68 22 15.912546924|     ~   |7.579    |6.336    |     ~   |     ~   |K2III                |  16 |   0
8165|HD 182709                          |*  |19 31 10.9707380784 -68 26 02.112868752|     ~   |7.618    |5.961    |     ~   |     ~   |K4/5III              |  22 |   0
8166|HD 184996                          |PM*|19 41 37.2651271392 -65 51 15.890900436|     ~   |7.639    |6.074    |     ~   |     ~   |M0III                |  20 |   0
8167|HD 184586                          |PM*|19 39 52.1819287368 -66 41 07.823523588|     ~   |6.398    |6.370    |     ~   |     ~   |A1V                  |  24 |   0
8168|HD 186584                          |*  |19 49 53.4184882896 -66 48 47.044000188|     ~   |7.903    |6.422    |     ~   |     ~   |K4III                |  10 |   0
8169|V* NZ Pav                          |dS*|19 51 01.2364970424 -65 36 18.317829852|     ~   |6.318    |6.022    |     ~   |     ~   |F0II/III             |  53 |   0
8170|HD 190222                          |*  |20 08 20.4734748456 -66 21 16.894294488|     ~   |8.07     |6.46     |     ~   |     ~   |K5III                |  15 |   0
8171|* mu.01 Pav                        |PM*|20 00 23.0934716064 -66 56 57.916318524|     ~   |6.80     |5.76     |     ~   |     ~   |K0III                |  35 |   0
8172|* mu.02 Pav                        |PM*|20 01 52.4617617696 -66 56 38.271651288|     ~   |6.546    |5.331    |     ~   |     ~   |K2IVCNII             |  39 |   0
8173|* del Pav                          |PM*|20 08 43.6088716052 -66 10 55.442769229|4.78     |4.32     |3.56     |2.95     |2.61     |G8IV                 | 402 |   0
8174|CD-62 1338A                        |PM*|20 51 38.5075523160 -62 25 45.585188364|     ~   |6.35     |6.21     |6.55     |     ~   |A3IV(n)              |  73 |   0
8175|CD-62 1338                         |** |20 51 38.50881 -62 25 45.5812          |     ~   |5.83     |5.65     |     ~   |9.14     |A2III+A3III          |  18 |   0
8176|HD 195772                          |PM*|20 36 38.3581152432 -63 07 15.484469088|     ~   |6.73     |6.34     |     ~   |     ~   |F2V                  |  31 |   0
8177|HD 196317                          |PM*|20 39 51.7584380448 -62 54 28.139492340|     ~   |7.324    |6.225    |     ~   |     ~   |K1III                |  17 |   0
8178|HD 206429                          |PM*|21 43 59.0307688488 -57 19 30.891399708|     ~   |6.956    |6.482    |     ~   |     ~   |F6/8IV/V             |  31 |   0
8179|HD 205935                          |*  |21 40 33.7111065168 -55 44 16.722630600|     ~   |7.392    |6.328    |     ~   |     ~   |K0II/III             |  16 |   0
8180|* pi.02 Gru                        |PM*|22 23 07.9870226784 -45 55 42.558056400|6.00     |5.98     |5.62     |7.00     |     ~   |F0V                  |  73 |   0
8181|* del01 Gru                        |*  |22 29 16.1739539632 -43 29 44.021743519|5.80     |5.00     |3.97     |3.22     |2.71     |G6/8III              |  85 |   0
8182|* del02 Gru                        |LP?|22 29 45.4331493366 -43 44 57.187958530|7.38     |5.68     |4.11     |2.38     |0.79     |M4.5IIIa             |  79 |   0
8183|HD 118338                          |RG*|13 37 06.0110392032 -44 08 35.529305568|     ~   |6.906    |5.957    |     ~   |     ~   |G8/K0III             |  28 |   0
8184|HD 120640                          |Pu*|13 51 47.2155271416 -46 53 55.199706720|4.84     |5.598    |5.752    |     ~   |     ~   |B2III                |  99 |   0
8185|HD 121416                          |PM*|13 56 19.7763079968 -46 35 34.616994576|     ~   |6.955    |5.815    |     ~   |     ~   |K1III                |  53 |   0
8186|HD 120991                          |Be*|13 53 57.2397645360 -47 07 41.390612184|5.11     |6.03     |6.10     |6.24     |6.34     |B2Ve                 | 143 |   0
8187|* zet Cen                          |SB*|13 55 32.38565 -47 17 18.1482          |1.42     |2.33     |2.55     |2.69     |2.89     |B2.5IV               | 180 |   0
8188|HD 123247                          |*  |14 07 40.8080262960 -48 42 14.498997408|6.390    |6.415    |6.418    |     ~   |     ~   |B9.5V                |  35 |   0
8189|NGC 5460                           |OpC|14 07 23.3 -48 17 06                   |     ~   |5.85     |5.6      |     ~   |     ~   |~                    | 100 |   0
8190|V* V869 Cen                        |SB*|14 09 35.0324964096 -51 30 16.832689380|     ~   |5.913    |5.961    |     ~   |     ~   |B8V                  |  95 |   0
8191|HD 125869                          |PM*|14 23 48.5805188400 -53 10 34.479400944|     ~   |7.097    |5.993    |     ~   |     ~   |K1III                |  18 |   0
8192|HD 127486                          |PM*|14 33 32.3675414880 -54 59 55.039118856|     ~   |6.35     |5.87     |     ~   |     ~   |F5IV                 |  54 |   0
8193|V* BU Cir                          |bC*|14 45 10.9595976864 -55 36 05.906309508|5.23     |6.016    |6.089    |     ~   |     ~   |B2III                | 101 |   0
8194|HD 128713                          |*  |14 40 32.7592620048 -56 26 26.751731028|     ~   |7.470    |6.296    |     ~   |     ~   |K0/1II               |  24 |   0
8195|HD 130227                          |PM*|14 49 07.0558283736 -56 40 04.185739416|8.39     |7.33     |6.21     |5.42     |4.84     |K1III                |  37 |   0
8196|* bet Cir                          |PM*|15 17 30.8494520580 -58 48 04.345266926|     ~   |4.153    |4.057    |     ~   |     ~   |A3Va                 | 133 |   0
8197|* gam Cir A                        |*  |15 23 22.656792 -59 19 14.52792        |     ~   |4.85     |4.96     |     ~   |     ~   |B3/4V                |  29 |   0
8198|* gam Cir B                        |*  |15 23 22.691592 -59 19 13.74888        |     ~   |6.63     |5.59     |     ~   |     ~   |F8V                  |  19 |   0
8199|HD 135160                          |Be*|15 16 36.6897460558 -60 54 14.399984907|4.76     |5.70     |5.81     |     ~   |     ~   |B1/2Vn               |  98 |   0
8200|HD 135591                          |*  |15 18 49.1432685384 -60 29 46.795963020|4.46     |5.36     |5.46     |6.91     |     ~   |O8IV((f))            | 163 |   0
8201|* del Cir                          |SB*|15 16 56.8959099600 -60 57 26.120078136|4.11     |5.03     |5.09     |6.68     |     ~   |O8V                  | 164 |   0
8202|HD 136359                          |PM*|15 23 10.5035736792 -60 39 25.812143568|     ~   |6.119    |5.651    |     ~   |     ~   |F5V                  |  57 |   0
8203|HD 141585                          |V* |15 53 22.9419628104 -62 36 23.650044336|     ~   |7.659    |6.196    |     ~   |     ~   |K3III                |  14 |   0
8204|HD 143238                          |*  |16 02 52.4920243416 -62 32 29.725981512|     ~   |6.221    |6.246    |     ~   |     ~   |B9.5V                |  25 |   0
8205|* bet TrA                          |PM*|15 55 08.5620636 -63 25 50.615531      |3.19     |3.14     |2.85     |2.53     |2.38     |F1V                  | 170 |   0
8206|V* S TrA                           |cC*|16 01 10.7162158776 -63 46 35.530774896|7.73     |7.19     |6.41     |     ~   |5.602    |F8II                 | 189 |   0
8207|HD 144481                          |SB*|16 09 59.1775500240 -62 58 01.749939888|     ~   |6.720    |6.488    |     ~   |     ~   |A3mA7-F2             |  15 |   0
8208|HD 147349                          |*  |16 25 22.1265172608 -63 07 30.781986024|     ~   |6.164    |6.132    |     ~   |     ~   |A1V                  |  18 |   0
8209|* del TrA                          |*  |16 15 26.2707862589 -63 41 08.453417447|     ~   |4.943    |3.839    |     ~   |     ~   |G2Ib-IIa             | 106 |   0
8210|* iot TrA                          |SB*|16 27 57.3455455848 -64 03 28.585517400|     ~   |5.61     |5.29     |     ~   |     ~   |F0IV                 |  64 |   1
8211|* tet TrA                          |*  |16 35 44.8210485504 -65 29 43.438646400|     ~   |6.450    |5.500    |     ~   |     ~   |G8/K0III             |  30 |   0
8212|HD 151441                          |*  |16 51 53.8822073520 -65 22 31.650225600|     ~   |6.084    |6.114    |     ~   |     ~   |B8II/III             |  30 |   0
8213|* eta Pav                          |PM*|17 45 43.9875971845 -64 43 25.937272871|     ~   |4.769    |3.581    |     ~   |     ~   |K2II                 |  50 |   0
8214|HD 161955                          |PM*|17 53 18.1847878536 -65 29 18.974151996|     ~   |7.559    |6.459    |     ~   |     ~   |K0/1III              |  15 |   0
8215|HD 162521                          |PM*|17 56 24.2937328684 -65 43 18.255605671|     ~   |6.81     |6.36     |     ~   |     ~   |F5V                  |  54 |   0
8216|HD 172021                          |*  |18 42 22.6237167288 -64 38 34.965073392|     ~   |6.508    |6.353    |     ~   |     ~   |A5V                  |  25 |   0
8217|HD 172211                          |*  |18 43 37.3375808736 -64 33 05.130535788|     ~   |6.732    |5.757    |     ~   |     ~   |K0III                |  22 |   0
8218|HD 172555                          |PM*|18 45 26.9009806435 -64 52 16.534807985|     ~   |4.967    |4.767    |     ~   |     ~   |A7V                  | 295 |   0
8219|* tet Pav                          |PM*|18 48 37.9048429296 -65 04 39.648145224|     ~   |5.955    |5.701    |     ~   |     ~   |A8V                  |  39 |   0
